as_of_date,source_reference,account_code,name,account_class,currency,balance
2022-01-28,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-01-28,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19684625.49
2022-01-28,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20132063.07
2022-01-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14233554.67
2022-01-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31458647.56
2022-01-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67270851.87
2022-01-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,306260193.27
2022-01-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28783249.11
2022-01-31,GL-1900,GL-1900,Other assets,ASSET,GHS,32517844.76
2022-01-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,350585163.28
2022-01-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10517554.90
2022-01-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-01-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19702365.31
2022-01-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20152759.53
2022-02-04,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,13842748.21
2022-02-04,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31527638.80
2022-02-04,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,65919707.98
2022-02-04,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,306065279.28
2022-02-04,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28420048.93
2022-02-04,GL-1900,GL-1900,Other assets,ASSET,GHS,33517357.74
2022-02-04,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,350044961.06
2022-02-04,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10501348.83
2022-02-04,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-02-04,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19726018.40
2022-02-04,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20180354.80
2022-02-11,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14355850.66
2022-02-11,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,30959275.69
2022-02-11,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67977669.61
2022-02-11,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,306868986.95
2022-02-11,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28630226.63
2022-02-11,GL-1900,GL-1900,Other assets,ASSET,GHS,33163610.54
2022-02-11,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,352135057.29
2022-02-11,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10564051.72
2022-02-11,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-02-11,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19767411.30
2022-02-11,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20228646.52
2022-02-18,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14193009.53
2022-02-18,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31432016.09
2022-02-18,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67219499.38
2022-02-18,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,307306335.05
2022-02-18,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28764575.76
2022-02-18,GL-1900,GL-1900,Other assets,ASSET,GHS,33839081.20
2022-02-18,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,352562740.82
2022-02-18,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10576882.22
2022-02-18,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-02-18,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19808804.20
2022-02-18,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20276938.24
2022-02-25,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14525398.43
2022-02-25,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31343736.88
2022-02-25,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,68831314.30
2022-02-25,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,307422733.26
2022-02-25,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28785917.51
2022-02-25,GL-1900,GL-1900,Other assets,ASSET,GHS,33128248.65
2022-02-25,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,353679696.05
2022-02-25,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10610390.88
2022-02-25,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-02-25,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19850197.11
2022-02-25,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20325229.96
2022-02-28,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14165408.45
2022-02-28,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31486072.30
2022-02-28,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67621661.27
2022-02-28,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,307832481.20
2022-02-28,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28825636.59
2022-02-28,GL-1900,GL-1900,Other assets,ASSET,GHS,34481433.57
2022-02-28,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,353929666.85
2022-02-28,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10617890.01
2022-02-28,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-02-28,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19867936.93
2022-02-28,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20345926.41
2022-03-04,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14532539.67
2022-03-04,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32175931.91
2022-03-04,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,69331137.11
2022-03-04,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,307994822.24
2022-03-04,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28812971.07
2022-03-04,GL-1900,GL-1900,Other assets,ASSET,GHS,40224709.43
2022-03-04,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,362311706.39
2022-03-04,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10869351.19
2022-03-04,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-03-04,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19891590.01
2022-03-04,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20373521.68
2022-03-11,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14823350.30
2022-03-11,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31796933.54
2022-03-11,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,70113280.79
2022-03-11,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,310622607.19
2022-03-11,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28733899.94
2022-03-11,GL-1900,GL-1900,Other assets,ASSET,GHS,37178879.95
2022-03-11,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,362569277.22
2022-03-11,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10877078.32
2022-03-11,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-03-11,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19932982.92
2022-03-11,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20421813.40
2022-03-18,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14353947.14
2022-03-18,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32757797.46
2022-03-18,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67978601.50
2022-03-18,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,310679780.04
2022-03-18,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28622894.29
2022-03-18,GL-1900,GL-1900,Other assets,ASSET,GHS,38304662.93
2022-03-18,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,362143120.24
2022-03-18,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10864293.61
2022-03-18,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-03-18,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,19974375.82
2022-03-18,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20470105.12
2022-03-25,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14749548.82
2022-03-25,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31623072.83
2022-03-25,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,70258805.91
2022-03-25,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,311333759.15
2022-03-25,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28781264.02
2022-03-25,GL-1900,GL-1900,Other assets,ASSET,GHS,36247621.03
2022-03-25,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,362036289.47
2022-03-25,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10861088.68
2022-03-25,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-03-25,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20015768.73
2022-03-25,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20518396.85
2022-03-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14522438.32
2022-03-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32160752.14
2022-03-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,69331625.84
2022-03-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,311732678.98
2022-03-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28937746.27
2022-03-31,GL-1900,GL-1900,Other assets,ASSET,GHS,37050621.33
2022-03-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,362377992.46
2022-03-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10871339.77
2022-03-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-03-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20051248.36
2022-03-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20559789.75
2022-04-01,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,13838384.09
2022-04-01,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32670181.17
2022-04-01,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,65537524.98
2022-04-01,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,311526830.94
2022-04-01,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28864556.19
2022-04-01,GL-1900,GL-1900,Other assets,ASSET,GHS,33770567.80
2022-04-01,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,355199109.32
2022-04-01,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10655973.28
2022-04-01,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-04-01,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20057161.63
2022-04-01,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20566688.57
2022-04-08,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14222252.62
2022-04-08,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32453488.93
2022-04-08,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67386254.95
2022-04-08,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,311588225.79
2022-04-08,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28848611.93
2022-04-08,GL-1900,GL-1900,Other assets,ASSET,GHS,32784517.83
2022-04-08,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,356186983.85
2022-04-08,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10685609.52
2022-04-08,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-04-08,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20098554.53
2022-04-08,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20614980.29
2022-04-15,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14534604.32
2022-04-15,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31230808.78
2022-04-15,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,69382375.17
2022-04-15,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,312876005.65
2022-04-15,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28903442.98
2022-04-15,GL-1900,GL-1900,Other assets,ASSET,GHS,31539935.05
2022-04-15,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,357142783.06
2022-04-15,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10714283.49
2022-04-15,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-04-15,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20139947.44
2022-04-15,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20663272.01
2022-04-22,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14154154.26
2022-04-22,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32362298.23
2022-04-22,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,66934778.30
2022-04-22,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,313155194.89
2022-04-22,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28865018.40
2022-04-22,GL-1900,GL-1900,Other assets,ASSET,GHS,33401497.35
2022-04-22,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,357524272.38
2022-04-22,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10725728.17
2022-04-22,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-04-22,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20181340.34
2022-04-22,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20711563.73
2022-04-29,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14614318.99
2022-04-29,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,31464923.88
2022-04-29,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,69121899.69
2022-04-29,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,313859182.76
2022-04-29,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29033331.45
2022-04-29,GL-1900,GL-1900,Other assets,ASSET,GHS,31997661.15
2022-04-29,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,358293268.27
2022-04-29,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10748798.05
2022-04-29,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-04-29,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20222733.25
2022-04-29,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20759855.45
2022-04-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14455084.13
2022-04-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32134301.93
2022-04-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,68971845.44
2022-04-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,313828477.73
2022-04-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29246956.87
2022-04-30,GL-1900,GL-1900,Other assets,ASSET,GHS,32029225.05
2022-04-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,358423860.79
2022-04-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10752715.82
2022-04-30,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-04-30,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20228646.52
2022-04-30,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20766754.27
2022-05-06,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14013010.91
2022-05-06,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,33067022.35
2022-05-06,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,66857844.37
2022-05-06,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,313796431.13
2022-05-06,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29146636.12
2022-05-06,GL-1900,GL-1900,Other assets,ASSET,GHS,33287439.13
2022-05-06,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,358061008.18
2022-05-06,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10741830.25
2022-05-06,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-05-06,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20264126.15
2022-05-06,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20808147.17
2022-05-13,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14189565.65
2022-05-13,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32384511.07
2022-05-13,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67236130.41
2022-05-13,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,314188499.73
2022-05-13,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-28921404.01
2022-05-13,GL-1900,GL-1900,Other assets,ASSET,GHS,32744407.28
2022-05-13,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,357922089.49
2022-05-13,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10737662.68
2022-05-13,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-05-13,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20305519.05
2022-05-13,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20856438.90
2022-05-20,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14129115.71
2022-05-20,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,33148862.79
2022-05-20,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,66768825.51
2022-05-20,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,314508119.10
2022-05-20,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29205704.15
2022-05-20,GL-1900,GL-1900,Other assets,ASSET,GHS,33474787.32
2022-05-20,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,358808120.11
2022-05-20,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10764243.60
2022-05-20,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-05-20,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20346911.96
2022-05-20,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20904730.62
2022-05-27,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14353235.56
2022-05-27,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32869590.37
2022-05-27,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67964591.13
2022-05-27,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,315442822.04
2022-05-27,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29119935.56
2022-05-27,GL-1900,GL-1900,Other assets,ASSET,GHS,32490811.09
2022-05-27,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,359863871.29
2022-05-27,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10795916.14
2022-05-27,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-05-27,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20388304.86
2022-05-27,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20953022.34
2022-05-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14377202.98
2022-05-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32861086.73
2022-05-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,67977696.46
2022-05-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,315650112.06
2022-05-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29146849.37
2022-05-31,GL-1900,GL-1900,Other assets,ASSET,GHS,32871357.34
2022-05-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,360386437.52
2022-05-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,10811593.13
2022-05-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-05-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20411957.95
2022-05-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,20980617.61
2022-06-03,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,15064360.69
2022-06-03,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,32440176.96
2022-06-03,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,71778010.74
2022-06-03,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,316132801.49
2022-06-03,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29274391.66
2022-06-03,GL-1900,GL-1900,Other assets,ASSET,GHS,36307713.20
2022-06-03,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,367978310.29
2022-06-03,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,11039349.31
2022-06-03,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-06-03,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20429697.77
2022-06-03,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,21001314.06
2022-06-10,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14649206.35
2022-06-10,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,33359081.46
2022-06-10,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,69752702.85
2022-06-10,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,316101570.11
2022-06-10,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29142573.19
2022-06-10,GL-1900,GL-1900,Other assets,ASSET,GHS,37641545.52
2022-06-10,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,367806637.52
2022-06-10,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,11034199.13
2022-06-10,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-06-10,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20471090.67
2022-06-10,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,21049605.78
2022-06-17,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14447607.29
2022-06-17,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,34021299.37
2022-06-17,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,68303882.50
2022-06-17,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,316626439.48
2022-06-17,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29497253.05
2022-06-17,GL-1900,GL-1900,Other assets,ASSET,GHS,38215167.75
2022-06-17,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,367482293.47
2022-06-17,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,11024468.80
2022-06-17,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-06-17,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20512483.57
2022-06-17,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,21097897.50
2022-06-24,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14889834.09
2022-06-24,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,33032844.04
2022-06-24,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,70406490.25
2022-06-24,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,317346540.49
2022-06-24,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29670170.19
2022-06-24,GL-1900,GL-1900,Other assets,ASSET,GHS,36237936.40
2022-06-24,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,367517873.19
2022-06-24,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,11025536.20
2022-06-24,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2022-06-24,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,20553876.48
2022-06-24,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,21146189.22
2022-06-30,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,14592884.43
2022-06-30,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,33235081.04
2022-06-30,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,68967350.07
2022-06-30,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,317323955.44
2022-06-30,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-29286754.91
2022-06-30,GL-1900,GL-1900,Other assets,ASSET,GHS,37595369.30
2022-06-30,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,367622278.77
2022-06-30,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,11028668.36
