# Sample Bank Ltd (BK-0PMD7Z5M) onboarding dataset — LOAN book re-push as at 2026-06-30 adding the BoG prudential-return attributes (docs/API_INTEGRATION.md §3.4): sector (BSD4 taxonomy), ownership, facility_type, bog_classification + days_past_due, interest_in_suspense_ghs, ecl_provision_ghs. Every typed field and pre-existing attribute of the current generation is resent because a re-push supersedes the snapshot whole. Push with: uv run python scripts/ingest_push.py --entity position=onboarding/sample_bank/loans_attributes_repush.csv --as-of 2026-06-30 ...
source_reference,position_type,currency,balance,notional,counterparty_reference,product_code,gl_account_code,origination_date,contractual_maturity,next_repricing_date,interest_rate,rate_type,rate_index,rate_spread,ifrs9_stage,attributes.balance_ghs,attributes.branch_id,attributes.months_on_book,attributes.scheduled_principal_ghs,attributes.interest_accrued_ghs,attributes.sector,attributes.ownership,attributes.facility_type,attributes.bog_classification,attributes.days_past_due,attributes.interest_in_suspense_ghs,attributes.ecl_provision_ghs
AA.ARRANGEMENT/1212354,LOAN,GHS,4642.95,12147.3,SBL-CUST-000221,LN.RET.PERS,1301,2024-03-03,2027-03-18,2027-03-18,0.3172,FIXED,,,2,4642.95,BR-003,15,596.73,138.5,services.salary_credit,,scheduled,olem,43,,185.72
AA.ARRANGEMENT/1212355,LOAN,GHS,27790.85,32726.21,SBL-CUST-011159,LN.RET.PERS,1301,2024-12-20,2029-10-25,2029-10-25,0.3304,FIXED,,,1,27790.85,BR-007,15,395.2,776.06,commerce.other,,scheduled,current,0,,138.95
AA.ARRANGEMENT/1212360,LOAN,GHS,53762.35,89743.61,SBL-CUST-014043,LN.RET.PERS,1301,2023-05-18,2027-10-24,2027-10-24,0.3256,FIXED,,,1,53762.35,BR-001,15,2873.9,1536.73,services.personal,,scheduled,current,0,,268.81
AA.ARRANGEMENT/1212370,LOAN,GHS,8793.19,10834.1,SBL-CUST-009901,LN.RET.PERS,1301,2024-11-14,2029-04-22,2029-04-22,0.3275,FIXED,,,1,8793.19,BR-009,15,163.18,244.43,commerce.other,,scheduled,current,0,,43.97
AA.ARRANGEMENT/1212379,LOAN,GHS,104292.22,129862.41,SBL-CUST-000910,LN.RET.PERS,1301,2024-06-04,2029-04-09,2029-04-09,0.3223,FIXED,,,1,104292.22,BR-005,15,2042.92,2855.98,services.salary_credit,,scheduled,current,0,,521.46
AA.ARRANGEMENT/1212389,LOAN,GHS,1243.64,5999.26,SBL-CUST-008996,LN.RET.PERS,1301,2022-03-20,2026-11-24,2026-11-24,0.3277,FIXED,,,1,1243.64,BR-001,15,392.71,44.69,commerce.other,,scheduled,current,0,,6.22
AA.ARRANGEMENT/1212392,LOAN,GHS,50623.35,84360.72,SBL-CUST-000960,LN.RET.PERS,1301,2024-10-04,2027-11-18,2027-11-18,0.3194,FIXED,,,3,50623.35,BR-001,15,2717.69,1419.76,services.salary_credit,,scheduled,doubtful,291,8904.08,27842.84
AA.ARRANGEMENT/1212396,LOAN,GHS,2613.83,3142.5,SBL-CUST-005414,LN.RET.PERS,1301,2024-08-15,2029-07-20,2029-07-20,0.3293,FIXED,,,3,2613.83,BR-003,15,42.31,72.89,transport.road,,scheduled,substandard,118,66.03,784.15
AA.ARRANGEMENT/1212405,LOAN,GHS,1955.68,9724.38,SBL-CUST-002540,LN.RET.PERS,1301,2024-01-04,2026-11-19,2026-11-19,0.3192,FIXED,,,1,1955.68,BR-012,15,618.41,68.47,services.salary_credit,,scheduled,current,0,,9.78
AA.ARRANGEMENT/1212419,LOAN,GHS,31729.59,106556.66,SBL-CUST-012387,LN.RET.PERS,1301,2025-03-21,2027-01-10,2027-01-10,0.2985,FIXED,,,1,31729.59,BR-005,15,5891.41,935.82,commerce.other,,scheduled,current,0,,158.65
AA.ARRANGEMENT/1212424,LOAN,GHS,19407.69,40132.38,SBL-CUST-005924,LN.RET.PERS,1301,2023-12-09,2027-06-21,2027-06-21,0.3208,FIXED,,,1,19407.69,BR-003,15,1673.83,563.58,services.salary_credit,,scheduled,current,0,,97.04
AA.ARRANGEMENT/1212440,LOAN,GHS,1418.48,10085.82,SBL-CUST-009895,LN.RET.PERS,1301,2025-03-16,2026-10-07,2026-10-07,0.301,FIXED,,,1,1418.48,BR-008,15,683.32,52.72,services.salary_credit,,scheduled,current,27,,7.09
AA.ARRANGEMENT/1212458,LOAN,GHS,9757.83,23488.46,SBL-CUST-013370,LN.RET.PERS,1301,2025-03-16,2027-04-05,2027-04-05,0.3079,FIXED,,,1,9757.83,BR-011,15,1086.48,278.25,services.salary_credit,,scheduled,current,0,,48.79
AA.ARRANGEMENT/1212460,LOAN,GHS,7526.6,10672.46,SBL-CUST-014739,LN.RET.PERS,1301,2024-12-24,2028-06-06,2028-06-06,0.3168,FIXED,,,1,7526.6,BR-010,15,250.1,205.3,services.salary_credit,,scheduled,current,0,,37.63
AA.ARRANGEMENT/1212476,LOAN,GHS,4038.28,5689.46,SBL-CUST-000991,LN.RET.PERS,1301,2023-06-19,2028-05-23,2028-05-23,0.331,FIXED,,,1,4038.28,BR-001,15,132.26,115.04,transport.road,,scheduled,current,0,,20.19
AA.ARRANGEMENT/1212479,LOAN,GHS,8806.75,15313.03,SBL-CUST-002611,LN.RET.PERS,1301,2023-10-29,2027-10-08,2027-10-08,0.3123,FIXED,,,1,8806.75,BR-009,15,516.03,242.63,transport.road,,scheduled,current,0,,44.03
AA.ARRANGEMENT/1212490,LOAN,GHS,15250.43,75583.92,SBL-CUST-002700,LN.RET.PERS,1301,2022-04-24,2026-10-30,2026-10-30,0.3251,FIXED,,,1,15250.43,BR-007,15,4817.69,543.68,services.salary_credit,,scheduled,current,6,,76.25
AA.ARRANGEMENT/1212498,LOAN,GHS,5559.22,73590.9,SBL-CUST-012037,LN.RET.PERS,1301,2022-12-05,2026-09-15,2026-09-15,0.3191,FIXED,,,1,5559.22,BR-007,15,5415.22,291.83,miscellaneous,,scheduled,current,0,,27.80
AA.ARRANGEMENT/1212508,LOAN,GHS,1654.49,3700.61,SBL-CUST-011370,LN.RET.PERS,1301,2024-12-12,2027-05-01,2027-05-01,0.306,FIXED,,,1,1654.49,BR-001,15,161.74,46.31,services.salary_credit,,scheduled,current,0,,8.27
AA.ARRANGEMENT/1212518,LOAN,GHS,4045.89,26902.51,SBL-CUST-014188,LN.RET.PERS,1301,2024-12-05,2026-10-26,2026-10-26,0.2986,FIXED,,,3,4045.89,BR-010,15,1949.57,149.19,services.personal,,scheduled,doubtful,284,642.11,2225.24
AA.ARRANGEMENT/1212529,LOAN,GHS,25080.67,83269.19,SBL-CUST-013718,LN.RET.PERS,1301,2022-11-05,2027-01-13,2027-01-13,0.3195,FIXED,,,3,25080.67,BR-009,15,4632.7,791.12,services.salary_credit,,scheduled,doubtful,342,5532.45,13794.37
AA.ARRANGEMENT/1212532,LOAN,GHS,44353.66,55681.73,SBL-CUST-001852,LN.RET.PERS,1301,2025-02-10,2029-02-19,2029-02-19,0.3263,FIXED,,,1,44353.66,BR-008,15,905.13,1230.66,services.salary_credit,,scheduled,current,0,,221.77
AA.ARRANGEMENT/1212533,LOAN,GHS,4251.68,56674.6,SBL-CUST-002353,LN.RET.PERS,1301,2024-12-12,2026-09-03,2026-09-03,0.3068,FIXED,,,1,4251.68,BR-011,15,4145.69,214.69,services.salary_credit,,scheduled,current,10,,21.26
AA.ARRANGEMENT/1212534,LOAN,GHS,51287.89,73870.11,SBL-CUST-000134,LN.RET.PERS,1301,2024-10-26,2028-05-08,2028-05-08,0.3226,FIXED,,,2,51287.89,BR-004,15,1800.84,1427.2,services.salary_credit,,scheduled,olem,77,,2051.52
AA.ARRANGEMENT/1212538,LOAN,GHS,3599.92,9452.16,SBL-CUST-003856,LN.RET.PERS,1301,2024-03-23,2027-03-08,2027-03-08,0.3105,FIXED,,,1,3599.92,BR-010,15,463.71,105.15,commerce.other,,scheduled,current,0,,18.00
AA.ARRANGEMENT/1212543,LOAN,GHS,4718.45,7651.32,SBL-CUST-006630,LN.RET.PERS,1301,2024-05-13,2027-11-24,2027-11-24,0.3217,FIXED,,,3,4718.45,BR-001,15,233.77,132.76,services.salary_credit,,scheduled,substandard,159,286.95,1415.54
AA.ARRANGEMENT/1212548,LOAN,GHS,8326.2,15048.84,SBL-CUST-013891,LN.RET.PERS,1301,2024-11-25,2027-09-11,2027-09-11,0.3113,FIXED,,,3,8326.2,BR-008,15,532.91,229.82,commerce.other,,scheduled,doubtful,275,1313.73,4579.41
AA.ARRANGEMENT/1212552,LOAN,GHS,642.23,2539.74,SBL-CUST-008590,LN.RET.PERS,1301,2023-05-24,2026-12-04,2026-12-04,0.3124,FIXED,,,1,642.23,BR-008,15,150.5,20.64,commerce.other,,scheduled,current,0,,3.21
AA.ARRANGEMENT/1212556,LOAN,GHS,8503.89,11123.46,SBL-CUST-001999,LN.RET.PERS,1301,2024-05-17,2028-10-23,2028-10-23,0.3326,FIXED,,,1,8503.89,BR-005,15,210,241.52,services.salary_credit,,scheduled,current,0,,42.52
AA.ARRANGEMENT/1212571,LOAN,GHS,2696.97,3878.48,SBL-CUST-003583,LN.RET.PERS,1301,2024-04-05,2028-05-14,2028-05-14,0.3244,FIXED,,,1,2696.97,BR-008,15,94.53,75.46,miscellaneous,,scheduled,current,0,,13.48
AA.ARRANGEMENT/1212573,LOAN,GHS,4982.57,7635.56,SBL-CUST-009447,LN.RET.PERS,1301,2023-10-03,2028-02-09,2028-02-09,0.328,FIXED,,,1,4982.57,BR-004,15,212.17,141.99,services.salary_credit,,scheduled,current,0,,24.91
AA.ARRANGEMENT/1212577,LOAN,GHS,3124.73,3880.43,SBL-CUST-002087,LN.RET.PERS,1301,2024-12-04,2029-04-12,2029-04-12,0.3232,FIXED,,,3,3124.73,BR-004,15,61.12,85.81,services.salary_credit,,scheduled,substandard,158,188.15,937.42
AA.ARRANGEMENT/1212579,LOAN,GHS,39415.38,53283.07,SBL-CUST-009485,LN.RET.PERS,1301,2024-06-24,2028-09-01,2028-09-01,0.3176,FIXED,,,2,39415.38,BR-004,15,1102.97,1072.39,services.personal,,scheduled,olem,41,,1576.62
AA.ARRANGEMENT/1212580,LOAN,GHS,2543.84,3920.91,SBL-CUST-003695,LN.RET.PERS,1301,2025-01-16,2028-01-31,2028-01-31,0.3158,FIXED,,,1,2543.84,BR-009,15,109.42,69.82,miscellaneous,,scheduled,current,0,,12.72
AA.ARRANGEMENT/1212583,LOAN,GHS,32160.73,53959.04,SBL-CUST-009440,LN.RET.PERS,1301,2024-04-21,2027-11-02,2027-11-02,0.3152,FIXED,,,1,32160.73,BR-008,15,1731.54,890.24,services.salary_credit,,scheduled,current,0,,160.80
AA.ARRANGEMENT/1212592,LOAN,GHS,18343.93,48201,SBL-CUST-008154,LN.RET.PERS,1301,2024-10-24,2027-03-13,2027-03-13,0.3091,FIXED,,,1,18343.93,BR-002,15,2364.03,533.4,services.salary_credit,,scheduled,current,0,,91.72
AA.ARRANGEMENT/1212595,LOAN,GHS,17818.75,21767.29,SBL-CUST-010996,LN.RET.PERS,1301,2025-03-03,2029-06-10,2029-06-10,0.324,FIXED,,,1,17818.75,BR-012,15,317.82,489.69,services.salary_credit,,scheduled,current,0,,89.09
AA.ARRANGEMENT/1212596,LOAN,GHS,14789.56,19884.01,SBL-CUST-000675,LN.RET.PERS,1301,2024-08-12,2028-08-21,2028-08-21,0.3301,FIXED,,,1,14789.56,BR-005,15,407.87,418.06,services.salary_credit,,scheduled,current,0,,73.95
AA.ARRANGEMENT/1212601,LOAN,GHS,7848.25,103722.72,SBL-CUST-002653,LN.RET.PERS,1301,2023-03-08,2026-09-18,2026-09-18,0.322,FIXED,,,1,7848.25,BR-006,15,7643.16,415.69,services.salary_credit,,scheduled,current,0,,39.24
AA.ARRANGEMENT/1212619,LOAN,GHS,709.93,3536.24,SBL-CUST-008112,LN.RET.PERS,1301,2023-05-04,2026-11-14,2026-11-14,0.316,FIXED,,,1,709.93,BR-005,15,224.6,24.61,services.salary_credit,,scheduled,current,0,,3.55
AA.ARRANGEMENT/1212628,LOAN,GHS,1571.12,19317.33,SBL-CUST-005615,LN.RET.PERS,1301,2025-03-05,2026-09-26,2026-09-26,0.2996,FIXED,,,1,1571.12,BR-003,15,1532.84,77.5,services.salary_credit,,scheduled,current,0,,7.86
AA.ARRANGEMENT/1212632,LOAN,GHS,8280.52,109756.74,SBL-CUST-003789,LN.RET.PERS,1301,2024-01-19,2026-09-05,2026-09-05,0.3168,FIXED,,,1,8280.52,BR-008,15,8067.54,431.59,services.salary_credit,,scheduled,current,0,,41.40
AA.ARRANGEMENT/1212638,LOAN,GHS,33700.28,112270.32,SBL-CUST-002744,LN.RET.PERS,1301,2024-07-17,2027-01-03,2027-01-03,0.3132,FIXED,,,3,33700.28,BR-001,15,6234.56,1042.3,services.salary_credit,,scheduled,substandard,164,2139.90,10110.08
AA.ARRANGEMENT/1212644,LOAN,GHS,6634.72,84796.26,SBL-CUST-008127,LN.RET.PERS,1301,2023-09-11,2026-09-25,2026-09-25,0.3205,FIXED,,,1,6634.72,BR-002,15,6462.13,349.8,services.salary_credit,,scheduled,current,0,,33.17
AA.ARRANGEMENT/1212651,LOAN,GHS,62655.1,133654.48,SBL-CUST-009121,LN.RET.PERS,1301,2024-04-10,2027-05-25,2027-05-25,0.3181,FIXED,,,1,62655.1,BR-005,15,6094.12,1822.43,services.salary_credit,,scheduled,current,4,,313.28
AA.ARRANGEMENT/1212653,LOAN,GHS,40521.82,56623.92,SBL-CUST-013012,LN.RET.PERS,1301,2023-07-14,2028-06-17,2028-06-17,0.3313,FIXED,,,1,40521.82,BR-012,15,1326.74,1155.37,commerce.other,,scheduled,current,0,,202.61
AA.ARRANGEMENT/1212656,LOAN,GHS,56562.03,78509.54,SBL-CUST-001290,LN.RET.PERS,1301,2025-03-04,2028-07-16,2028-07-16,0.3166,FIXED,,,1,56562.03,BR-005,15,1772.65,1539.06,services.salary_credit,,scheduled,current,0,,282.81
AA.ARRANGEMENT/1212663,LOAN,GHS,2261.26,3903.32,SBL-CUST-004509,LN.RET.PERS,1301,2022-10-30,2027-10-04,2027-10-04,0.327,FIXED,,,1,2261.26,BR-006,15,131.25,65.2,services.salary_credit,,scheduled,current,0,,11.31
AA.ARRANGEMENT/1212667,LOAN,GHS,10716.67,18615.45,SBL-CUST-006333,LN.RET.PERS,1301,2024-10-24,2027-10-09,2027-10-09,0.3143,FIXED,,,1,10716.67,BR-009,15,627.14,297.11,miscellaneous,,scheduled,current,0,,53.58
AA.ARRANGEMENT/1212668,LOAN,GHS,2234.72,15748.49,SBL-CUST-008239,LN.RET.PERS,1301,2024-01-16,2026-10-02,2026-10-02,0.3169,FIXED,,,1,2234.72,BR-004,15,1074.43,87.39,commerce.other,,scheduled,current,0,,11.17
AA.ARRANGEMENT/1212669,LOAN,GHS,2674.19,8932.23,SBL-CUST-001329,LN.RET.PERS,1301,2024-12-11,2026-12-31,2026-12-31,0.3084,FIXED,,,1,2674.19,BR-002,15,495.32,81.46,commerce.other,,scheduled,current,0,,13.37
AA.ARRANGEMENT/1212678,LOAN,GHS,41029.3,118981.11,SBL-CUST-005757,LN.RET.PERS,1301,2023-05-09,2027-02-17,2027-02-17,0.3244,FIXED,,,1,41029.3,BR-002,15,6222.24,1277.37,transport.road,,scheduled,current,0,,205.15
AA.ARRANGEMENT/1212687,LOAN,GHS,14924.67,18411.36,SBL-CUST-001874,LN.RET.PERS,1301,2025-01-18,2029-04-27,2029-04-27,0.3244,FIXED,,,1,14924.67,BR-006,15,278.31,410.99,services.salary_credit,,scheduled,current,0,,74.62
AA.ARRANGEMENT/1212720,LOAN,GHS,8508.74,11017.93,SBL-CUST-003675,LN.RET.PERS,1301,2023-12-23,2028-11-26,2028-11-26,0.3282,FIXED,,,1,8508.74,BR-012,15,200.69,238.2,services.salary_credit,,scheduled,current,0,,42.54
AA.ARRANGEMENT/1212723,LOAN,GHS,11283.45,32740.25,SBL-CUST-009460,LN.RET.PERS,1301,2022-05-10,2027-02-13,2027-02-13,0.3233,FIXED,,,1,11283.45,BR-012,15,1711.72,350.11,transport.road,,scheduled,current,28,,56.42
AA.ARRANGEMENT/1212730,LOAN,GHS,2908.94,6527.39,SBL-CUST-007844,LN.RET.PERS,1301,2025-03-11,2027-04-30,2027-04-30,0.2999,FIXED,,,3,2908.94,BR-010,15,285.11,79.82,services.salary_credit,,scheduled,substandard,143,126.68,872.68
AA.ARRANGEMENT/1212738,LOAN,GHS,14855.49,22742.09,SBL-CUST-011003,LN.RET.PERS,1301,2024-03-09,2028-02-17,2028-02-17,0.3171,FIXED,,,1,14855.49,BR-006,15,638.32,409.42,services.salary_credit,,scheduled,current,0,,74.28
AA.ARRANGEMENT/1212750,LOAN,GHS,7159.85,12799.92,SBL-CUST-010907,LN.RET.PERS,1301,2023-09-04,2027-09-13,2027-09-13,0.3332,FIXED,,,1,7159.85,BR-002,15,452.29,211.36,services.salary_credit,,scheduled,current,0,,35.80
AA.ARRANGEMENT/1212760,LOAN,GHS,33204.66,129226.35,SBL-CUST-006067,LN.RET.PERS,1301,2022-01-16,2026-12-21,2026-12-21,0.3367,FIXED,,,1,33204.66,BR-003,15,7742.6,1148.91,services.personal,,scheduled,current,0,,166.02
AA.ARRANGEMENT/1212772,LOAN,GHS,2717.81,6881.11,SBL-CUST-011189,LN.RET.PERS,1301,2024-02-09,2027-03-25,2027-03-25,0.3206,FIXED,,,1,2717.81,BR-003,15,348.91,81.93,services.salary_credit,,scheduled,current,0,,13.59
AA.ARRANGEMENT/1212775,LOAN,GHS,1565.93,2264.48,SBL-CUST-013555,LN.RET.PERS,1301,2024-11-12,2028-04-25,2028-04-25,0.3139,FIXED,,,1,1565.93,BR-010,15,55.45,42.41,services.salary_credit,,scheduled,current,0,,7.83
AA.ARRANGEMENT/1212785,LOAN,GHS,1530.36,3396.23,SBL-CUST-004414,LN.RET.PERS,1301,2023-08-15,2027-04-26,2027-04-26,0.321,FIXED,,,2,1530.36,BR-004,15,148.67,44.91,services.salary_credit,,scheduled,olem,64,,61.21
AA.ARRANGEMENT/1212787,LOAN,GHS,795.09,3929.2,SBL-CUST-011973,LN.RET.PERS,1301,2024-03-07,2026-11-22,2026-11-22,0.3117,FIXED,,,3,795.09,BR-012,15,251.72,27.19,services.salary_credit,,scheduled,substandard,136,31.23,238.53
AA.ARRANGEMENT/1212790,LOAN,GHS,8757.45,12142.94,SBL-CUST-011794,LN.RET.PERS,1301,2024-07-28,2028-07-07,2028-07-07,0.3289,FIXED,,,1,8757.45,BR-010,15,270.88,247.45,miscellaneous,,scheduled,current,0,,43.79
AA.ARRANGEMENT/1212800,LOAN,GHS,37415.56,89171.6,SBL-CUST-003123,LN.RET.PERS,1301,2024-05-05,2027-04-20,2027-04-20,0.3233,FIXED,,,1,37415.56,BR-010,15,4141.91,1119.63,services.salary_credit,,scheduled,current,0,,187.08
AA.ARRANGEMENT/1212802,LOAN,GHS,81924.76,99976.38,SBL-CUST-008577,LN.RET.PERS,1301,2025-02-10,2029-05-20,2029-05-20,0.3306,FIXED,,,1,81924.76,BR-008,15,1445.63,2296.85,services.salary_credit,,scheduled,current,0,,409.62
AA.ARRANGEMENT/1212811,LOAN,GHS,10778.49,18617.41,SBL-CUST-000203,LN.RET.PERS,1301,2024-01-19,2027-09-30,2027-09-30,0.3257,FIXED,,,1,10778.49,BR-011,15,626.14,309.54,services.salary_credit,,scheduled,current,0,,53.89
AA.ARRANGEMENT/1212813,LOAN,GHS,24344.66,43798.01,SBL-CUST-010769,LN.RET.PERS,1301,2023-10-16,2027-08-26,2027-08-26,0.3205,FIXED,,,1,24344.66,BR-001,15,1549.6,691.59,services.personal,,scheduled,current,0,,121.72
AA.ARRANGEMENT/1212826,LOAN,GHS,163.48,2083.48,SBL-CUST-000416,LN.RET.PERS,1301,2022-06-18,2026-09-25,2026-09-25,0.3255,FIXED,,,1,163.48,BR-005,15,159.16,8.75,services.salary_credit,,scheduled,current,0,,0.82
AA.ARRANGEMENT/1212830,LOAN,GHS,4077.53,5857.87,SBL-CUST-010770,LN.RET.PERS,1301,2023-09-19,2028-04-25,2028-04-25,0.3282,FIXED,,,1,4077.53,BR-003,15,142.39,115.41,services.salary_credit,,scheduled,current,0,,20.39
AA.ARRANGEMENT/1212831,LOAN,GHS,21448.8,25098.43,SBL-CUST-013002,LN.RET.PERS,1301,2025-01-24,2029-11-29,2029-11-29,0.331,FIXED,,,1,21448.8,BR-006,15,292.33,599.69,services.salary_credit,,scheduled,current,0,,107.24
AA.ARRANGEMENT/1212847,LOAN,GHS,1431.31,2576.73,SBL-CUST-001066,LN.RET.PERS,1301,2025-02-13,2027-09-01,2027-09-01,0.3192,FIXED,,,3,1431.31,BR-010,15,91.18,40.5,services.salary_credit,,scheduled,loss,608,648.39,1431.31
AA.ARRANGEMENT/1212862,LOAN,GHS,9664.21,48326.39,SBL-CUST-005500,LN.RET.PERS,1301,2024-09-29,2026-11-18,2026-11-18,0.309,FIXED,,,1,9664.21,BR-002,15,3061.04,327.68,services.salary_credit,,scheduled,current,0,,48.32
AA.ARRANGEMENT/1212865,LOAN,GHS,12399.41,22416.48,SBL-CUST-012812,LN.RET.PERS,1301,2024-10-18,2027-09-03,2027-09-03,0.3108,FIXED,,,1,12399.41,BR-004,15,793.85,341.71,services.salary_credit,,scheduled,current,0,,62.00
AA.ARRANGEMENT/1212869,LOAN,GHS,12005.54,17021.11,SBL-CUST-012445,LN.RET.PERS,1301,2024-06-23,2028-06-02,2028-06-02,0.3171,FIXED,,,1,12005.54,BR-001,15,398.81,327.78,commerce.other,,scheduled,current,0,,60.03
AA.ARRANGEMENT/1212871,LOAN,GHS,4494.04,22407.96,SBL-CUST-006844,LN.RET.PERS,1301,2024-04-11,2026-10-28,2026-10-28,0.3142,FIXED,,,1,4494.04,BR-003,15,1422.23,154.91,commerce.other,,scheduled,current,0,,22.47
AA.ARRANGEMENT/1212874,LOAN,GHS,56079.68,75597.72,SBL-CUST-011293,LN.RET.PERS,1301,2024-12-30,2028-09-10,2028-09-10,0.324,FIXED,,,1,56079.68,BR-009,15,1557.63,1556.21,services.salary_credit,,scheduled,current,0,,280.40
AA.ARRANGEMENT/1212883,LOAN,GHS,6729.58,14017.53,SBL-CUST-005618,LN.RET.PERS,1301,2025-03-02,2027-06-20,2027-06-20,0.3106,FIXED,,,1,6729.58,BR-004,15,583.15,189.28,services.salary_credit,,scheduled,current,0,,33.65
AA.ARRANGEMENT/1212888,LOAN,GHS,88104.64,141888.28,SBL-CUST-008308,LN.RET.PERS,1301,2023-03-11,2027-12-15,2027-12-15,0.336,FIXED,,,3,88104.64,BR-003,15,4319.41,2587.87,services.salary_credit,,scheduled,doubtful,284,15734.28,48457.55
AA.ARRANGEMENT/1212890,LOAN,GHS,16721.55,40028.35,SBL-CUST-012370,LN.RET.PERS,1301,2024-01-14,2027-03-29,2027-03-29,0.3184,FIXED,,,1,16721.55,BR-004,15,1854.5,492.88,agriculture.other,,scheduled,current,0,,83.61
AA.ARRANGEMENT/1212902,LOAN,GHS,4444.1,22241.45,SBL-CUST-007745,LN.RET.PERS,1301,2024-02-21,2026-11-07,2026-11-07,0.3075,FIXED,,,3,4444.1,BR-008,15,1407.97,149.96,agriculture.other,,scheduled,doubtful,359,1007.14,2444.26
AA.ARRANGEMENT/1212928,LOAN,GHS,12140.32,25486.54,SBL-CUST-000206,LN.RET.PERS,1301,2025-01-28,2027-06-17,2027-06-17,0.3053,FIXED,,,1,12140.32,BR-008,15,1054.6,335.7,services.salary_credit,,scheduled,current,0,,60.70
AA.ARRANGEMENT/1212938,LOAN,GHS,16618.27,22053.11,SBL-CUST-009776,LN.RET.PERS,1301,2023-12-14,2028-09-18,2028-09-18,0.3287,FIXED,,,1,16618.27,BR-012,15,434.8,467.11,services.personal,,scheduled,current,0,,83.09
AA.ARRANGEMENT/1212939,LOAN,GHS,100473.14,146916.18,SBL-CUST-004460,LN.RET.PERS,1301,2023-08-10,2028-04-15,2028-04-15,0.3274,FIXED,,,1,100473.14,BR-007,15,3741.57,2843.32,services.salary_credit,,scheduled,current,0,,502.37
AA.ARRANGEMENT/1212941,LOAN,GHS,15534.01,51501.06,SBL-CUST-014790,LN.RET.PERS,1301,2024-04-06,2027-01-21,2027-01-21,0.307,FIXED,,,1,15534.01,BR-004,15,2878.22,471.05,services.salary_credit,,scheduled,current,0,,77.67
AA.ARRANGEMENT/1212942,LOAN,GHS,4059.34,6097.25,SBL-CUST-002177,LN.RET.PERS,1301,2024-10-31,2028-03-14,2028-03-14,0.321,FIXED,,,1,4059.34,BR-010,15,162.38,112.93,services.salary_credit,,scheduled,current,0,,20.30
AA.ARRANGEMENT/1212959,LOAN,GHS,15845.18,25706.61,SBL-CUST-013981,LN.RET.PERS,1301,2023-10-02,2027-12-10,2027-12-10,0.3207,FIXED,,,1,15845.18,BR-006,15,785.62,444.46,services.salary_credit,,scheduled,current,0,,79.23
AA.ARRANGEMENT/1212969,LOAN,GHS,19267.68,34624.29,SBL-CUST-006534,LN.RET.PERS,1301,2024-04-18,2027-08-31,2027-08-31,0.3228,FIXED,,,1,19267.68,BR-012,15,1224.75,551.25,services.salary_credit,,scheduled,current,19,,96.34
AA.ARRANGEMENT/1212971,LOAN,GHS,1061.27,7529.38,SBL-CUST-014719,LN.RET.PERS,1301,2025-02-17,2026-10-10,2026-10-10,0.3049,FIXED,,,1,1061.27,BR-006,15,511,39.95,services.salary_credit,,scheduled,current,0,,5.31
AA.ARRANGEMENT/1212973,LOAN,GHS,8554.11,19148.23,SBL-CUST-004860,LN.RET.PERS,1301,2024-11-15,2027-05-04,2027-05-04,0.3045,FIXED,,,1,8554.11,BR-001,15,836.78,238.29,agriculture.other,,scheduled,current,0,,42.77
AA.ARRANGEMENT/1212975,LOAN,GHS,3581.86,4894.77,SBL-CUST-006838,LN.RET.PERS,1301,2024-02-03,2028-08-10,2028-08-10,0.3263,FIXED,,,1,3581.86,BR-004,15,104.9,100.25,transport.road,,scheduled,current,0,,17.91
AA.ARRANGEMENT/1212996,LOAN,GHS,47561.83,79459.22,SBL-CUST-005986,LN.RET.PERS,1301,2024-01-15,2027-10-26,2027-10-26,0.3239,FIXED,,,1,47561.83,BR-007,15,2545.43,1352.48,services.salary_credit,,scheduled,current,0,,237.81
AA.ARRANGEMENT/1213002,LOAN,GHS,57327.41,95788.1,SBL-CUST-006686,LN.RET.PERS,1301,2024-07-02,2027-11-14,2027-11-14,0.3236,FIXED,,,1,57327.41,BR-008,15,3068.7,1628.68,services.salary_credit,,scheduled,current,0,,286.64
AA.ARRANGEMENT/1213008,LOAN,GHS,19397.78,28456.83,SBL-CUST-007247,LN.RET.PERS,1301,2023-12-14,2028-03-22,2028-03-22,0.3256,FIXED,,,1,19397.78,BR-006,15,723.57,545.96,services.salary_credit,,scheduled,current,0,,96.99
AA.ARRANGEMENT/1213011,LOAN,GHS,251.05,3317.84,SBL-CUST-010844,LN.RET.PERS,1301,2023-05-03,2026-09-14,2026-09-14,0.322,FIXED,,,1,251.05,BR-005,15,244.48,13.3,services.salary_credit,,scheduled,current,0,,1.26
AA.ARRANGEMENT/1213016,LOAN,GHS,13409.66,94310.59,SBL-CUST-003388,LN.RET.PERS,1301,2023-07-06,2026-10-18,2026-10-18,0.3205,FIXED,,,1,13409.66,BR-004,15,6444.36,530.27,services.salary_credit,,scheduled,current,0,,67.05
AA.ARRANGEMENT/1213023,LOAN,GHS,66382.27,111037.25,SBL-CUST-007062,LN.RET.PERS,1301,2024-02-04,2027-11-15,2027-11-15,0.3214,FIXED,,,3,66382.27,BR-005,15,3558.79,1873.25,services.salary_credit,,scheduled,doubtful,202,6546.71,36510.25
